,ACF22375,APC57889,ACI25801,ACI25790,AIU46019,ABB80034,ACI25768,ABR15797,ABN51099,AFG71898,AHN04347,AAZ80007,AFM68965,ABB04338,AFG71942,AFG98940,AIU46022,AHN04239,ABO52313,BAN60464,AFG99226,CAC81013,ABB04305,ABB04917,AFG99237,AFM72098,QCO77023,AFG72129,AFG72096,ACI26549,ABD77862,AFG72515,ABG37340,AFH00263,ABD16571,ABB80148,ABA42928,ACF36337,AFH00252,AFH00351,AEG65736,AEK98374,AMQ29996,ACF36206,AEX35450,ABW23346,AEM75702,AFJ75593,AFG72812,ABD15724,QBS21557,AGL06908,QID02525,AJK00511,AQI25229,AQN75723,AFD64828,AUH29087,QED12996,AXB53797,QJT42640,QJT42663,QJD46746,QJA11559,QJA10718,QIV19914,QJA10955,QIQ46129,QJA11266,QIQ47245
AHN04347,0.045936395759717315,0.053003533568904596,0.05123674911660778,0.04946996466431095,0.04770318021201413,0.04946996466431095,0.04946996466431095,0.04770318021201413,0.04946996466431095,0.04946996466431095,0.0,0.054770318021201414,0.09010600706713781,0.06537102473498234,0.05653710247349823,0.07243816254416961,0.09010600706713781,0.0017667844522968198,0.07420494699646643,0.037102473498233215,0.10600706713780919,0.11307420494699646,0.10070671378091872,0.10600706713780919,0.11307420494699646,0.10954063604240283,0.04240282685512368,0.11837455830388692,0.12190812720848057,0.11484098939929328,0.13074204946996468,0.13427561837455831,0.1413427561837456,0.13250883392226148,0.11307420494699646,0.13427561837455831,0.14487632508833923,0.13780918727915195,0.12190812720848057,0.12897526501766785,0.1501766784452297,0.1519434628975265,0.012367491166077738,0.1501766784452297,0.1501766784452297,0.1501766784452297,0.015901060070671377,0.14840989399293286,0.14664310954063603,0.14487632508833923,0.17137809187279152,0.1519434628975265,0.1696113074204947,0.1501766784452297,0.17314487632508835,0.1625441696113074,0.1519434628975265,0.16431095406360424,0.16607773851590105,0.16431095406360424,0.16784452296819788,0.1696113074204947,0.16607773851590105,0.16431095406360424,0.17137809187279152,0.16607773851590105,0.17137809187279152,0.16607773851590105,0.1696113074204947,0.16784452296819788
AAZ80007,0.012367491166077738,0.019434628975265017,0.015901060070671377,0.014134275618374558,0.015901060070671377,0.012367491166077738,0.014134275618374558,0.0088339222614841,0.01060070671378092,0.019434628975265017,0.054770318021201414,0.0,0.05653710247349823,0.024734982332155476,0.03356890459363958,0.037102473498233215,0.05653710247349823,0.053003533568904596,0.04063604240282685,0.03180212014134275,0.07773851590106007,0.08480565371024736,0.07597173144876325,0.07773851590106007,0.08480565371024736,0.0812720848056537,0.03180212014134275,0.09010600706713781,0.09010600706713781,0.08480565371024736,0.0989399293286219,0.10247349823321555,0.10954063604240283,0.10070671378091872,0.08833922261484099,0.10424028268551237,0.11837455830388692,0.10777385159010601,0.09010600706713781,0.09717314487632508,0.12190812720848057,0.12897526501766785,0.06007067137809187,0.127208480565371,0.127208480565371,0.127208480565371,0.05653710247349823,0.1254416961130742,0.1166077738515901,0.1166077738515901,0.14840989399293286,0.13074204946996468,0.14664310954063603,0.127208480565371,0.1501766784452297,0.13780918727915195,0.12897526501766785,0.1413427561837456,0.1413427561837456,0.1431095406360424,0.1431095406360424,0.14487632508833923,0.1413427561837456,0.1431095406360424,0.14840989399293286,0.1431095406360424,0.14487632508833923,0.1413427561837456,0.14487632508833923,0.14487632508833923
AFM68965,0.061837455830388695,0.06890459363957598,0.0636042402826855,0.06537102473498234,0.0636042402826855,0.061837455830388695,0.06537102473498234,0.06007067137809187,0.061837455830388695,0.06890459363957598,0.09010600706713781,0.05653710247349823,0.0,0.044169611307420496,0.06890459363957598,0.04240282685512368,0.0035335689045936395,0.08833922261484099,0.030035335689045935,0.07243816254416961,0.04063604240282685,0.04770318021201413,0.037102473498233215,0.038869257950530034,0.045936395759717315,0.044169611307420496,0.07597173144876325,0.053003533568904596,0.06007067137809187,0.05123674911660778,0.07243816254416961,0.07243816254416961,0.07950530035335689,0.0706713780918728,0.05830388692579505,0.07950530035335689,0.09363957597173145,0.08480565371024736,0.061837455830388695,0.07243816254416961,0.10424028268551237,0.10424028268551237,0.09540636042402827,0.10247349823321555,0.10247349823321555,0.10247349823321555,0.09540636042402827,0.10424028268551237,0.09363957597173145,0.09540636042402827,0.1254416961130742,0.10777385159010601,0.12367491166077739,0.10070671378091872,0.127208480565371,0.11484098939929328,0.10600706713780919,0.11837455830388692,0.11837455830388692,0.12190812720848057,0.12190812720848057,0.12367491166077739,0.12367491166077739,0.127208480565371,0.1254416961130742,0.12367491166077739,0.1254416961130742,0.12014134275618374,0.12190812720848057,0.1254416961130742
ABB04338,0.024734982332155476,0.03356890459363958,0.030035335689045935,0.028268551236749116,0.030035335689045935,0.026501766784452298,0.028268551236749116,0.022968197879858657,0.024734982332155476,0.03356890459363958,0.06537102473498234,0.024734982332155476,0.044169611307420496,0.0,0.04063604240282685,0.022968197879858657,0.044169611307420496,0.0636042402826855,0.024734982332155476,0.044169611307420496,0.06713780918727916,0.07420494699646643,0.06537102473498234,0.06713780918727916,0.07420494699646643,0.0706713780918728,0.045936395759717315,0.0812720848056537,0.0812720848056537,0.07597173144876325,0.09010600706713781,0.09363957597173145,0.10070671378091872,0.09187279151943463,0.07950530035335689,0.09187279151943463,0.10777385159010601,0.09717314487632508,0.0812720848056537,0.09010600706713781,0.11484098939929328,0.12014134275618374,0.0706713780918728,0.11837455830388692,0.11837455830388692,0.11837455830388692,0.06890459363957598,0.1166077738515901,0.10600706713780919,0.10600706713780919,0.13780918727915195,0.12190812720848057,0.13604240282685512,0.11837455830388692,0.13957597173144876,0.127208480565371,0.12014134275618374,0.13074204946996468,0.13074204946996468,0.13250883392226148,0.13250883392226148,0.13427561837455831,0.13074204946996468,0.13250883392226148,0.13780918727915195,0.13604240282685512,0.13604240282685512,0.13074204946996468,0.13427561837455831,0.13780918727915195
AFG71942,0.024734982332155476,0.03180212014134275,0.028268551236749116,0.026501766784452298,0.028268551236749116,0.026501766784452298,0.026501766784452298,0.024734982332155476,0.026501766784452298,0.03180212014134275,0.05653710247349823,0.03356890459363958,0.06890459363957598,0.04063604240282685,0.0,0.04946996466431095,0.06890459363957598,0.054770318021201414,0.053003533568904596,0.038869257950530034,0.08833922261484099,0.09540636042402827,0.08833922261484099,0.09010600706713781,0.09540636042402827,0.09187279151943463,0.038869257950530034,0.10070671378091872,0.10247349823321555,0.09717314487632508,0.11307420494699646,0.1166077738515901,0.12367491166077739,0.11307420494699646,0.09717314487632508,0.1166077738515901,0.13074204946996468,0.12014134275618374,0.10247349823321555,0.11130742049469965,0.13604240282685512,0.13780918727915195,0.061837455830388695,0.13780918727915195,0.13780918727915195,0.13604240282685512,0.0636042402826855,0.13604240282685512,0.12897526501766785,0.12897526501766785,0.15724381625441697,0.1413427561837456,0.15547703180212014,0.13780918727915195,0.15724381625441697,0.14664310954063603,0.13957597173144876,0.1501766784452297,0.1501766784452297,0.1519434628975265,0.15371024734982333,0.15547703180212014,0.1519434628975265,0.15371024734982333,0.15724381625441697,0.1519434628975265,0.15547703180212014,0.1519434628975265,0.15547703180212014,0.15371024734982333
AFG98940,0.037102473498233215,0.045936395759717315,0.038869257950530034,0.04063604240282685,0.038869257950530034,0.038869257950530034,0.04063604240282685,0.0353356890459364,0.037102473498233215,0.045936395759717315,0.07243816254416961,0.037102473498233215,0.04240282685512368,0.022968197879858657,0.04946996466431095,0.0,0.04240282685512368,0.0706713780918728,0.022968197879858657,0.053003533568904596,0.06537102473498234,0.07243816254416961,0.0636042402826855,0.06537102473498234,0.07243816254416961,0.06890459363957598,0.053003533568904596,0.0812720848056537,0.08303886925795052,0.07597173144876325,0.09187279151943463,0.09717314487632508,0.10424028268551237,0.09540636042402827,0.07950530035335689,0.09540636042402827,0.10954063604240283,0.0989399293286219,0.08480565371024736,0.09187279151943463,0.11484098939929328,0.11837455830388692,0.07950530035335689,0.1166077738515901,0.1166077738515901,0.1166077738515901,0.0812720848056537,0.11484098939929328,0.10777385159010601,0.10777385159010601,0.13427561837455831,0.12014134275618374,0.13250883392226148,0.1166077738515901,0.13604240282685512,0.1254416961130742,0.11837455830388692,0.127208480565371,0.13074204946996468,0.13250883392226148,0.13074204946996468,0.13250883392226148,0.12897526501766785,0.13074204946996468,0.13427561837455831,0.13250883392226148,0.13427561837455831,0.12897526501766785,0.13250883392226148,0.13427561837455831
AIU46022,0.061837455830388695,0.06890459363957598,0.0636042402826855,0.06537102473498234,0.0636042402826855,0.061837455830388695,0.06537102473498234,0.06007067137809187,0.061837455830388695,0.06890459363957598,0.09010600706713781,0.05653710247349823,0.0035335689045936395,0.044169611307420496,0.06890459363957598,0.04240282685512368,0.0,0.08833922261484099,0.030035335689045935,0.07243816254416961,0.04063604240282685,0.04770318021201413,0.037102473498233215,0.038869257950530034,0.045936395759717315,0.044169611307420496,0.07597173144876325,0.053003533568904596,0.06007067137809187,0.05123674911660778,0.07243816254416961,0.07243816254416961,0.07950530035335689,0.0706713780918728,0.05830388692579505,0.07950530035335689,0.09363957597173145,0.08480565371024736,0.061837455830388695,0.07243816254416961,0.10070671378091872,0.10070671378091872,0.09540636042402827,0.0989399293286219,0.0989399293286219,0.0989399293286219,0.09540636042402827,0.10070671378091872,0.09363957597173145,0.09540636042402827,0.12190812720848057,0.10424028268551237,0.12014134275618374,0.09717314487632508,0.12367491166077739,0.11130742049469965,0.10247349823321555,0.11484098939929328,0.11484098939929328,0.11837455830388692,0.11837455830388692,0.12014134275618374,0.12014134275618374,0.12367491166077739,0.12190812720848057,0.12014134275618374,0.12190812720848057,0.1166077738515901,0.11837455830388692,0.12190812720848057
AHN04239,0.044169611307420496,0.05123674911660778,0.04946996466431095,0.04770318021201413,0.045936395759717315,0.04770318021201413,0.04770318021201413,0.045936395759717315,0.04770318021201413,0.04770318021201413,0.0017667844522968198,0.053003533568904596,0.08833922261484099,0.0636042402826855,0.054770318021201414,0.0706713780918728,0.08833922261484099,0.0,0.07243816254416961,0.0353356890459364,0.10424028268551237,0.11130742049469965,0.0989399293286219,0.10424028268551237,0.11130742049469965,0.10777385159010601,0.04063604240282685,0.1166077738515901,0.12014134275618374,0.11307420494699646,0.12897526501766785,0.13250883392226148,0.13957597173144876,0.13074204946996468,0.11130742049469965,0.13250883392226148,0.1431095406360424,0.13604240282685512,0.12014134275618374,0.127208480565371,0.14840989399293286,0.1501766784452297,0.01060070671378092,0.14840989399293286,0.14840989399293286,0.14840989399293286,0.014134275618374558,0.14664310954063603,0.14487632508833923,0.14487632508833923,0.1696113074204947,0.1519434628975265,0.16784452296819788,0.14840989399293286,0.17137809187279152,0.1607773851590106,0.1501766784452297,0.1625441696113074,0.16431095406360424,0.1625441696113074,0.16607773851590105,0.16784452296819788,0.16431095406360424,0.1625441696113074,0.1696113074204947,0.16431095406360424,0.1696113074204947,0.16431095406360424,0.16784452296819788,0.16607773851590105
ABO52313,0.04240282685512368,0.05123674911660778,0.044169611307420496,0.045936395759717315,0.044169611307420496,0.044169611307420496,0.045936395759717315,0.04063604240282685,0.04240282685512368,0.045936395759717315,0.07420494699646643,0.04063604240282685,0.030035335689045935,0.024734982332155476,0.053003533568904596,0.022968197879858657,0.030035335689045935,0.07243816254416961,0.0,0.05653710247349823,0.054770318021201414,0.061837455830388695,0.053003533568904596,0.054770318021201414,0.061837455830388695,0.05830388692579505,0.054770318021201414,0.0706713780918728,0.07243816254416961,0.06537102473498234,0.08480565371024736,0.08657243816254417,0.09363957597173145,0.08480565371024736,0.0706713780918728,0.08833922261484099,0.10247349823321555,0.09187279151943463,0.07420494699646643,0.08480565371024736,0.10777385159010601,0.11130742049469965,0.07950530035335689,0.10954063604240283,0.10954063604240283,0.10954063604240283,0.07950530035335689,0.10777385159010601,0.0989399293286219,0.10070671378091872,0.13074204946996468,0.11307420494699646,0.12897526501766785,0.10954063604240283,0.13250883392226148,0.12014134275618374,0.11130742049469965,0.12367491166077739,0.12367491166077739,0.127208480565371,0.127208480565371,0.12897526501766785,0.127208480565371,0.12897526501766785,0.13074204946996468,0.12897526501766785,0.13074204946996468,0.1254416961130742,0.127208480565371,0.13074204946996468
BAN60464,0.022968197879858657,0.028268551236749116,0.024734982332155476,0.024734982332155476,0.02120141342756184,0.022968197879858657,0.024734982332155476,0.022968197879858657,0.024734982332155476,0.026501766784452298,0.037102473498233215,0.03180212014134275,0.07243816254416961,0.044169611307420496,0.038869257950530034,0.053003533568904596,0.07243816254416961,0.0353356890459364,0.05653710247349823,0.0,0.09010600706713781,0.09717314487632508,0.08833922261484099,0.09010600706713781,0.09717314487632508,0.09363957597173145,0.0176678445229682,0.10247349823321555,0.10424028268551237,0.09717314487632508,0.11130742049469965,0.11484098939929328,0.12190812720848057,0.11307420494699646,0.10070671378091872,0.11484098939929328,0.1254416961130742,0.1166077738515901,0.10247349823321555,0.10954063604240283,0.13250883392226148,0.13604240282685512,0.045936395759717315,0.13427561837455831,0.13427561837455831,0.13427561837455831,0.04063604240282685,0.13250883392226148,0.1254416961130742,0.12190812720848057,0.15724381625441697,0.13780918727915195,0.15547703180212014,0.13427561837455831,0.15901060070671377,0.14840989399293286,0.13604240282685512,0.1501766784452297,0.1519434628975265,0.15371024734982333,0.1519434628975265,0.15371024734982333,0.1519434628975265,0.15371024734982333,0.15724381625441697,0.1519434628975265,0.15371024734982333,0.1501766784452297,0.15371024734982333,0.15371024734982333
